,p_prism,p_trmm,p_dmet,p_chirps,p_psn,aet_modis,aet_gldas,aet_tc,aet_fldas,pet_modis,pet_gldas,pet_tc,pet_nldas,pet_gmet,sm_smos,sm_smap,sm_tc,sm_gldas,r_tc,r_gldas,r_fldas
2001-01-01,4.215272125678004,5.257995966735932,4.6452415781943515,4.622241183324311,6.113257330805061,1.1757670026336111,0.9233195395973488,1.7708312839663152,1.3344446340200384,3.755689645844695,2.841464843420486,1.7743268946440154,3.3856830167453515,1.8981629375005262,,,3.8878534064320744,24.54838936284754,0.18853935984474895,0.4593519626982292,0.2209114198381682
2001-02-01,4.31109679288365,6.216208116912827,4.73929916004725,4.336596467928764,6.9706110877954215,1.163097813001009,1.4445811896744123,2.3002079594127314,1.8806668645876223,2.7847449623517058,3.2724009491881976,2.351050851829371,4.094928115511565,2.7256282739778337,,,5.788100273507389,28.06393170119354,0.24105532549857828,1.161230155362549,0.27533136391769497
2001-03-01,2.2273179214914975,2.6528276003507503,2.3276102409625334,2.9244959681432725,3.5762482387027226,2.343943238911241,3.50763611850591,2.4464274467395914,3.516707332886923,6.651725104846795,7.48780618299185,4.933521570616305,7.623762657448837,5.421487744708476,,,5.029689339719279,31.493466629562345,0.0909977837364198,1.851012644660649,0.17157336731999223
2001-04-01,1.7592219528962159,2.3862848916127852,1.8850875455347438,1.6393823222584367,2.862732094251333,1.627733132390295,4.093193376621246,2.6530134735185316,3.254838108913662,6.029033654048261,10.34452463316298,6.357775145238863,9.722630580000219,6.660870620596985,,,4.174338007335153,29.189360153121637,0.09537805343054899,0.6158554333282894,0.09127210707262401
2001-05-01,0.0038567593868858354,0.03860721388780093,0.0030746888775990216,0.29059420358296767,0.1434420258478805,1.6378445658409366,4.441971368698885,0.7751311163206699,2.615461762431206,12.61367228681647,19.97645464374123,10.969543618927391,17.327947091505493,12.623177203624206,,,2.761378509441305,25.335103275762698,0.0,0.24482387229720118,0.0016776339200738372
2001-06-01,0.1304569599422377,0.19951008047115423,0.152855305657184,0.19232249949104863,0.35911682266753336,0.8100630540298317,2.380914850405741,0.5407497472804241,0.9654896802087946,8.897240007476507,21.084341887577768,11.980341070940224,19.232159878183257,12.604242578936445,,,1.9814851149233699,21.857090954503075,0.005588421569239211,0.137814998533484,0.0014569285086000357
2001-07-01,0.02446933637024353,0.03442641902575712,0.028082955953689193,0.04258957471527399,0.08394256022843614,2.1041387662965394,1.1740054645857334,0.24465307058805072,0.4173285350647961,12.798791557908785,19.929376978963077,11.62941381777363,20.129038844338456,12.375573324600436,,,1.5566416340321383,20.00197011025473,0.0,0.10720240060617947,5.495670444490324e-06
2001-08-01,0.0,0.0038378074366194276,0.0,0.0669301719566745,0.019870859644464636,1.4323246226861046,0.5353128627858814,0.1682610652855221,0.21160393340334607,12.242915602079709,19.730449197182637,10.889263254380026,18.92274129332816,11.635293358993968,,,1.3010981286650982,18.8989007857082,0.0,0.08715893594758033,1.9946871650892418e-07
2001-09-01,0.2081748876826417,0.23391602691401658,0.2245796668818383,0.36835833906863186,0.2768620433759877,1.0955056743812621,0.3880381303872974,0.38500936434494065,0.22868737813082177,9.880631223954547,15.41691638408193,8.034648552081858,14.300393410853406,8.797307600588326,,,1.1229496335705351,18.399603753275912,0.008225161941098028,0.0759182837681101,0.007042234089609864
2001-10-01,0.5882733380693518,0.7266440499269913,0.652400654881114,1.0193172650562454,0.9229529701599855,0.5675286545370968,0.41706627184247747,0.7105497116055024,0.28787881533182835,5.421908894701291,12.123617481344315,5.177744963036726,10.373467778489335,6.315609457677739,,,0.9978146305795011,18.309599090759676,0.02432646434428632,0.08006888857592752,0.03361515232545696
2001-11-01,3.611258951606433,4.855605864715433,4.287120790919222,3.8834007148277503,6.100884263183241,0.718160904786398,0.7453123262116931,2.387630318538123,1.2201449414653025,3.1005208036870364,4.0823331848767275,2.638789531850389,4.5217864437399395,2.435148764372891,,,3.6569464472198527,20.527197708175684,0.21203034929296058,0.2864568521102331,0.16913922394309597
2001-12-01,5.5150851595024095,7.465000965846289,6.013805076877646,5.575237597732332,8.949546114951621,0.6224331273825477,0.6590559847274533,1.5263841862500644,1.1989672828164237,1.358006198434476,1.9420171930591585,1.614339372173887,2.62663702044575,1.5759220571986643,,,6.7419290092696595,26.092858172548127,0.9126645548615051,1.5742259242526755,0.3702388437001713
2002-01-01,2.176708924410219,2.8208647137441107,2.394264100936558,2.7415182457040985,3.28594658052452,0.8325004816555178,1.0254570592180647,1.1745858737426738,1.429426800713328,2.101091743800233,2.8873916599033906,1.614067010278851,2.9749660022626574,1.7428713449180406,,,6.8821819779196485,31.28858432384573,0.5322159697909378,3.45242481418296,0.25551388923608576
2002-02-01,0.9082509538678476,1.4067760761955503,0.9515343095189677,1.1916329481128873,2.027081647014364,1.4402731363966796,1.765055329762828,1.3476500681320098,1.977226355324299,4.6349288155783706,4.700526781202688,2.782501063906809,4.125088709199775,2.971912971344081,,,6.499523077900249,30.08429918546808,0.06616788246453321,0.9521862243692181,0.08927563235865446
2002-03-01,1.976356328176158,2.4652937836226654,2.0868377941106018,2.169222659332351,3.195402605112668,1.919039811015483,3.349058190384148,2.3460110242205183,2.974500061083761,6.171958678545749,8.136331947559656,4.724921621462196,7.2096000157156634,5.1547941044415495,,,5.960925210367397,29.834517306016647,0.09319677584552562,1.150179623639487,0.14867210990534474
2002-04-01,0.38239002172944053,0.7394579405012495,0.4063696469530938,0.691642315496836,1.025867332579132,1.6467115989008223,3.7999422311399846,1.826024068968458,2.918326442498933,6.359864829333024,11.591734627014045,6.604443549308153,10.091595202812092,6.920836550142795,,,4.419401699223994,27.262869425624825,0.01812974267094127,0.39341862449635534,0.027831464558612014
2002-05-01,0.7163963201915887,1.0195646657820516,0.816502291066973,0.570116955842104,1.102288546342896,1.8457909703229753,3.569820324791971,1.7298690088462048,2.0356354684471465,11.11702719944534,16.723696411989117,9.578570160161371,14.858181986570505,10.586434726066127,,,3.182230317376452,24.311249090320363,0.03279617910237641,0.18901148647413415,0.013558596943155475
2002-06-01,0.05238935142855297,0.05543839191895533,0.02212006708305882,0.11542149636890638,0.07784572244338436,1.949429000866098,2.4088070471649607,0.602714888583861,1.0650118794941024,13.306853104616918,21.661212944228446,11.699639244508782,18.86155556898371,12.634592476232044,,,2.1406971220148705,21.522518120738827,0.0,0.11945058823218631,0.00023490778337446577
2002-07-01,0.0007168478595038224,0.002371723308802953,0.0,0.04008959089650563,0.008661332223361146,1.8229045349986104,1.0458268646043243,0.31279283121184387,0.38575718062895603,13.124322047059012,22.499128202270608,12.137271539124216,20.561264366442334,12.91029571900341,,,1.6164981345275986,19.432663079396058,0.0,0.08937893370005112,3.7128560720662295e-06
2002-08-01,0.0,0.001813864716910556,0.0,0.06689969034427905,0.006611032776494304,1.301678518770399,0.472282656872534,0.2063296823149362,0.18239353553837365,12.172321771491513,20.285251793564388,10.714185458333127,18.843336526473603,11.338988353850928,,,1.324186432279893,18.35892051134901,0.0,0.072242732232988,3.6035773111429906e-07
2002-09-01,0.0015822832762500078,0.0014315611293743411,0.0005409195527303922,0.18928914326700558,0.003298261732588779,0.977731362441248,0.23478693045356205,0.16897924951499513,0.10461119630838207,10.282680238363856,16.711140746748143,8.1220892023994,14.643486889627624,8.975170588448428,,,1.1310264025365084,17.85173848818463,0.0,0.059850006097105564,8.47746239154804e-05
2002-10-01,0.0015585812455371887,0.007938195381743177,0.0,0.3553995940341966,0.02696779812057402,0.5502433024756208,0.1221181736542249,0.11492242477254336,0.18294199187771357,4.963351386985453,11.717734199610213,4.921601861069234,9.933273099429321,5.915803683398587,,,0.9906962377254148,17.630216206782208,0.0,0.05471116664387437,0.003560715486017869
2002-11-01,2.623732380980406,3.4947699042534786,2.834306649827031,2.454895260948237,5.092893458071117,0.5710138728100594,0.9428216628680749,2.3859056017269538,0.8884584145692721,3.435952319258265,5.775480444061524,2.768470035808913,4.864501993831651,2.8744970560934826,,,2.2634107532749805,19.983379314317773,0.15089118064879956,0.1918551301783894,0.11846766398201272
2002-12-01,6.966497787654708,9.42164704225856,7.8474433330004985,6.879989511763283,12.267141021589158,0.6959316244558672,1.0171750547311502,1.7107500277619665,1.1116580748699347,1.7600256147423532,2.7846804980464435,1.7424318010413224,2.844221748764641,1.5204570686745378,,,6.844863349504602,25.350213316700547,1.038075128406354,2.175509305585252,0.5154285991129997
2003-01-01,1.814897902173992,2.247588684586808,1.8160125652017758,2.2654518946766387,2.57613974215426,0.6090746648520963,1.2293327906679754,1.0487032393390088,1.3179408778292372,1.7074193704425595,3.480031397489503,1.863390973682005,3.1376568977730823,1.6836589101114317,,,6.779867024797616,30.557895708970335,0.45781390484168993,2.297908138821016,0.20484831495742528
2003-02-01,2.0174568536485156,2.6578864438911762,2.151922823460004,2.7433727591074084,3.267620124923858,1.5385459130333499,1.9868584435067893,1.960685797335393,2.2044241005713574,4.205969723312256,5.090358908631542,2.4319969106427006,4.472098557249626,2.8721525370728336,,,6.752925484153273,30.414370262005285,0.14800681977704344,1.1736914724380114,0.1635022639104191
2003-03-01,2.045339701872548,2.4474234102383057,2.1201035324439057,2.3100310485949365,3.4786619644468058,2.17898085180565,3.8806978974625266,2.494561088366873,3.157969640660051,6.081239196094506,8.90089641569021,5.123107976799604,7.384667515796545,5.275296443252383,,,6.09134550716135,30.02178842734054,0.12164597283773369,1.0538259598144646,0.18752789196274172
2003-04-01,3.1182135242086515,4.698543578998385,3.3167398807396253,2.5310041985728495,6.225227405770999,1.6344631605860234,3.897177160497362,3.3470671999296715,2.8961385740389236,5.224979596089665,8.893535514332175,5.557501197771717,8.49552061907842,5.544694197863549,,,6.009514361690153,30.147126670527825,0.25868926622956007,1.7616512403071205,0.23082416637148753
2003-05-01,1.0996475509383268,1.503648438642786,1.196257051446962,0.9151607420304185,1.7596867614855283,2.1612001917775445,4.983068092058124,2.444417376136592,2.8609870683113843,10.519715298939628,16.201326862423375,9.223591235569385,13.567678700590916,9.852519294569422,,,4.100916015858949,28.204503116916698,0.05182314801989014,1.0095353533461853,0.05139112945236014
2003-06-01,0.0007719402892741738,0.0091584929158964,0.0,0.10557878958396393,0.02537804961381399,1.8478977852289442,3.4398192617855456,0.9133286239914636,1.6664272765468957,13.012206783273266,20.837198819932755,11.45287378685952,18.05721997265643,12.071871074769692,,,2.619851517432772,23.486758531974672,0.0,0.18808349253718423,0.0001157652940940834
2003-07-01,0.02326286155568499,0.055068335711696434,0.013062537874669643,0.0436913542337391,0.10199497680736777,1.4007727559942214,1.7292192954108143,0.4500634316114256,0.6657216926113829,13.040452183623994,23.097832693027676,12.264916307355383,20.9683627829854,13.434015512026255,,,1.8612041235508208,20.479444842636727,0.0,0.11729633688541687,3.6703364968261626e-06
2003-08-01,0.35979050934385765,0.5034529130433356,0.3002355929889942,0.15397104546601348,0.6926847024861774,1.8605409117648672,1.155360744444778,0.6471807737860032,0.32969282948504147,12.098989756743002,20.010448772682718,10.460320950784276,18.226390524371958,10.869547389538656,,,1.478159270039793,19.211346140480323,0.019672232337741187,0.09755931447791988,0.0009067899037057567
2003-09-01,0.01232517050823052,0.021964740901278534,0.010286729880239216,0.207909020985077,0.06223745697521656,1.1126185350791336,0.500186797916372,0.1922470980199079,0.21335159828899064,10.040869859775164,17.189071821881406,8.09944808369363,15.173247774349605,9.19583024599993,,,1.2375221237157648,18.505241414481453,0.0,0.07896884778259838,0.000295751873975608
2003-10-01,0.025065830898418563,0.03893621455588972,0.047179984932627456,0.3915671146689848,0.09580672850709535,0.5188797919903271,0.2197982391704752,0.19525655648836823,0.12618966824646918,6.620148607715187,13.151682534845756,5.683456841754099,10.972339083142051,6.743979168235481,,,1.0697650553217506,18.103818124483396,1.6923782243137253e-05,0.06906985291617247,0.00035768478999483245
2003-11-01,1.8540721637472002,2.374747008593402,2.0884484576757005,2.1071139414956046,2.8870575648640155,0.7707762608874034,0.4571934571767748,1.5314059776133262,0.6498390539636549,3.30145546854707,4.807263187707603,2.3489447836590647,4.702157622278945,2.5644378222689475,,,1.9440744919622277,18.544812297325304,0.10554970840226326,0.19750312394905545,0.06866783453807017
2003-12-01,5.585020570828622,7.393987733733804,6.053128252428376,5.121777634775178,9.08726584950426,0.6416263448984292,0.769442205300342,1.5576223927920394,1.1455165371940899,1.7333970599138033,2.368575236226516,1.6577048577671947,2.7893886576448748,1.6484022856001783,,,5.9966775909805685,23.372996114194216,0.6160280000680441,0.9082884227044767,0.3583624411103423
2004-01-01,2.2064962738394147,2.769626796907884,2.3322831247049733,2.7129380256488598,3.4668458835269846,0.8713099763858738,1.0141349100082773,1.2251261876096295,1.236730052718046,2.1845334223118553,2.7640342466482046,1.5824378558974124,3.249038671327506,1.6839852136829043,,,6.364702770733378,28.978674832228265,0.41781923055311804,1.9604618073018236,0.20639792052049746
2004-02-01,5.265302038361747,7.36551960207419,5.928614254484692,5.438026126355853,8.789892179474757,1.2644181913298755,1.5552451454057177,2.2964582296479383,2.2323195369635127,3.029746997120139,3.658589150352163,2.3348371080227035,3.903010952580548,2.6585296753221077,,,7.166955424024696,30.508551757284863,1.6330452718441935,3.3718798209864373,0.6987242073111448
2004-03-01,0.9482393506752077,1.0061051576025186,1.1583074526607415,1.2238585868263125,1.3065353813143064,2.4828117527852527,4.26293697665734,2.3034689480859605,3.634609710178774,7.905021294768174,9.72678290353573,5.583450450437765,8.129389932507978,6.088635390471362,,,5.677392382825411,30.339914792274527,0.04444390313751009,1.3477306755578853,0.10985881786865802
2004-04-01,0.1948557178762418,0.4089950898387262,0.20003936271230133,0.4901568707742444,0.7900325237565261,1.8737741371388887,4.388066706161731,1.735864869674654,2.969293635324071,9.916905373838476,14.36364268842063,7.331539437963841,12.031507896771078,8.523812674754506,,,4.049043013319178,26.487763974492303,0.004791998886058814,0.3034168230447572,0.012511359885000838
2004-05-01,0.15560563886193576,0.2630515989655564,0.13063299059328903,0.3598788064380964,0.42461489997048285,1.312155990060313,3.053436078904527,1.1370039929130373,1.591014737604112,8.324135292197152,18.222361688837545,10.041407954114147,16.34244551961209,10.997685046580356,,,2.817325551691495,23.003821386600325,0.004212559785282346,0.17517877014151118,0.006445265449166312
2004-06-01,0.011709244014935907,0.03634777896105607,0.0003765807702421569,0.12307778325009115,0.051289357198642575,2.1427743752469524,1.7070356909765754,0.5387820686762201,0.8460840026416698,12.953130708654816,21.23232010787397,11.413702636958536,19.42147436689011,12.417464504859147,,,1.9809166940991247,20.697871056436565,0.0,0.11774098098624447,0.00039445590321162484
2004-07-01,0.00017983691741775188,0.0015885440986641147,0.0,0.03877903535669885,0.018912896307345328,2.0230574522644336,0.8228237259742961,0.300163636514249,0.3591176278448103,13.023899104185398,21.407295034196416,11.97607249910974,20.544375154510902,12.528592077381564,,,1.544618797430262,19.090869904184505,0.0,0.0948138065656173,3.276964464618453e-05
2004-08-01,0.0015545308386061209,0.002413922209124427,0.0,0.07794593530785379,0.02593286957092571,1.4441007902198653,0.4475238061199611,0.20091953459214115,0.19491186934627155,12.09452574277058,19.381809725692293,10.616069491636587,18.68475363065658,11.314348962581063,,,1.281886716911134,18.182159201530567,0.0,0.07843219435301338,0.0001567520269723575
2004-09-01,0.10693214064086408,0.08025970477750952,0.15937589054086831,0.25990046059317307,0.1566154943190907,0.9244252113098144,0.2804222677364961,0.26301729681662633,0.2203801215241772,10.075153563723505,16.529074341030547,8.180825754597212,14.85697544683477,8.949566244487968,,,1.1030346930621742,17.76404798513936,1.575065349019608e-06,0.0663483634718345,0.002984424477304516
2004-10-01,3.3777239802997476,4.423651892590835,3.733996889258552,3.147860095129992,5.9994348048695185,1.0064479516807023,0.7142704786931702,3.1566921883741523,0.7028650237162014,5.815420005966455,8.886378839888707,4.8030809552239475,8.73948338827321,5.17360287365964,,,1.6958941646213521,18.870205667095053,0.17158920554903065,0.2884871477415999,0.22985765648475426
2004-11-01,1.8012509590738381,2.0467466615761554,1.996146629820847,1.460217230570641,2.0087173771386158,0.7056595340157384,1.143164044041112,1.501496407058436,1.0597923759227785,2.4477668358762177,4.638448210714063,2.264239633035562,4.086456984144786,2.353274180113302,,,2.2848231987252205,22.65215751781531,0.0952618506388394,0.1904695472607864,0.12393320444886231
2004-12-01,4.755463783636419,6.639634102203845,4.69348993697774,4.716597500549011,8.686734039636127,0.6385428853541174,0.9138942792912683,1.6177492870629495,0.9861533767496989,1.8722185845953747,3.122804067674159,1.6243412126501853,2.942520406375028,1.7146090547119461,,,6.10273670209255,25.179798739003218,0.3615354681940907,1.074202837745043,0.3660714371332416
2005-01-01,4.97073042319828,6.457285895462538,5.5829919298321995,4.641913079145729,7.991440314030993,0.7095687400359039,1.1605013493271525,1.2306361531804715,1.4187472535460146,1.2989972074715188,2.3047398618253863,1.2315834171479514,2.757510438921592,1.4530057423803793,,,8.021815691196537,32.715930822834196,1.020188824068852,2.6864521685887004,0.37620283362056456
2005-02-01,3.1505451210479833,4.617537155127509,3.8350108597843136,3.9088924454209626,5.554424100516045,1.6914711747168436,1.932149918661337,2.181662184824724,2.2923435028144397,3.24178967223519,3.8257366942567024,2.231720502338042,3.956082305449365,2.586980349164062,,,8.200030198261159,33.81271791525246,0.45723995208042995,2.248524218040188,0.24412989668628401
2005-03-01,3.1918498021377686,4.718827782115994,3.850538759105266,3.441847385558657,5.812287440229006,2.572586370927832,3.778344273712056,3.572662258902805,3.4456547676702725,6.217176907521561,7.287420140629194,4.57084357352035,6.530419367419886,4.763380298610419,,,7.637362654392722,33.72390200948472,0.21208899445703067,2.4032430056447023,0.32139646451452264
2005-04-01,1.4070596705984324,1.9732708019094336,1.6213864779208573,1.6097669610767353,2.451523066572139,1.9851013702280034,5.120315407678546,3.1599209901698075,4.200829397192963,6.050748063734946,11.269546003197537,6.51553504197609,9.019505361122285,6.704462675531609,,,6.117497680473952,32.60503791090204,0.07526263282401983,1.6627815330933298,0.0917432029814213
2005-05-01,2.1983706374754637,3.2455617145032334,2.672821811522047,1.5054631668022425,3.585551724360031,2.5120267317044607,5.36946628579281,2.9441336092441324,3.491398150163874,10.134532141310716,14.280150962059375,9.198608857607079,12.223788198035678,9.29087017908071,,,4.532950613722051,30.49061388843246,0.07478807461552177,0.9940136768982679,0.08173666801134964
2005-06-01,0.4075256090220198,0.6905413528420065,0.5609079553318148,0.19551162581319623,0.8635278644142145,2.2453280456506124,4.422252582095492,1.4365666496641518,2.154744024516839,12.383944166370359,17.734436635181883,10.759443387238344,15.245068975277098,10.757018337687184,,,3.111223814093001,26.611409815790203,0.021039088943486252,0.3574649481720857,0.0013600282002573685
2005-07-01,0.00035237666517716314,0.0032719923020438474,0.0,0.03849034884060816,0.018212007141156398,1.4242523672267384,2.7576811644358603,0.564156255719934,0.9011296551421001,13.683246549455019,22.055575707453887,12.382976608988821,20.24039825894718,13.299350975049135,,,2.131721903887862,22.907008210549193,0.0,0.19190407255375824,2.36474531711397e-08
2005-08-01,0.012496029669158425,0.025000373189224736,0.00808315812147157,0.07283465068292454,0.07014439608831817,1.4470601222612207,1.0548477549304713,0.3438366356676149,0.3592325381649103,12.242379241679046,20.292627790992604,10.744885948787163,19.123899575998976,12.080463202900845,,,1.6552411531966746,20.600392728800347,0.0,0.13230984833540985,1.0905324490128203e-05
2005-09-01,0.1348117594436659,0.14195416194261504,0.08346888467817848,0.25110709289419225,0.3040116982954022,1.2985235838003877,0.5388354213437164,0.34318618741594464,0.21139206550337958,9.703872867717816,15.003485389701293,7.654966375684591,13.474620239794403,8.231170830891331,,,1.3711649410397364,19.58520812956233,8.063495999999999e-07,0.1044999846042143,0.001421540353999321
2005-10-01,0.3943877116294846,0.546532265055108,0.49568699592866905,0.6856764757183905,0.905940678043336,0.7234906619868747,0.6559253729988742,0.6934498577613525,0.3421616374434958,5.194917002309958,11.062991485373045,5.154166469862523,9.52354836052803,5.7390446356168425,,,1.1852405601581177,19.45315862201081,0.026595747230227586,0.09899114318195233,0.010664463508935197
